日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-16,603120,54.9,48.9,60.06,48.46,178495,922715936.0,77.33,226.0,33.9,80.61
2025-04-17,603120,45.01,46.24,47.0,43.5,145891,655323806.0,7.16,-5.44,-2.66,65.88
2025-04-18,603120,45.12,41.21,45.63,41.15,110368,477800519.0,9.69,-10.88,-5.03,49.84
2025-04-21,603120,40.0,38.37,40.6,38.12,97544,379736993.0,6.02,-6.89,-2.84,44.05
2025-04-22,603120,37.99,39.43,40.8,37.81,105594,418911587.0,7.79,2.76,1.06,47.69
2025-04-23,603120,38.01,37.4,38.38,37.05,93606,351271344.0,3.37,-5.15,-2.03,42.27
2025-04-24,603120,37.03,36.41,37.3,35.97,67871,248138205.0,3.56,-2.65,-0.99,30.65
2025-04-25,603120,36.51,36.34,37.02,36.23,49803,182058882.0,2.17,-0.19,-0.07,22.49
2025-04-28,603120,36.1,35.74,36.36,35.4,37073,132814467.0,2.64,-1.65,-0.6,16.74
2025-04-29,603120,35.68,35.71,36.17,35.6,35052,125650354.0,1.59,-0.08,-0.03,15.83
2025-04-30,603120,35.6,35.41,35.92,35.4,30987,110472931.0,1.46,-0.84,-0.3,13.99
2025-05-06,603120,35.72,36.53,36.64,35.72,48672,176898604.0,2.6,3.16,1.12,21.98
2025-05-07,603120,36.6,38.44,40.18,36.27,94531,356239915.0,10.7,5.23,1.91,42.69
2025-05-08,603120,36.99,37.66,37.93,36.96,69224,259357295.0,2.52,-2.03,-0.78,31.26
2025-05-09,603120,37.32,36.51,37.58,36.5,42503,156750833.0,2.87,-3.05,-1.15,19.19
2025-05-12,603120,36.7,37.31,37.42,36.7,40518,150226130.0,1.97,2.19,0.8,18.3
2025-05-13,603120,37.58,37.43,38.4,36.9,53358,200440381.0,4.02,0.32,0.12,24.1
2025-05-14,603120,37.5,38.52,39.49,37.42,77373,298819377.0,5.53,2.91,1.09,34.94
2025-05-15,603120,39.3,40.25,40.58,37.99,86342,341806006.0,6.72,4.49,1.73,38.99
2025-05-16,603120,39.15,39.4,39.95,38.82,58926,232076655.0,2.81,-2.11,-0.85,26.61
2025-05-19,603120,39.39,38.62,39.4,38.08,46613,179509570.0,3.35,-1.98,-0.78,21.05
2025-05-20,603120,38.6,38.56,39.2,38.3,36444,141041206.0,2.33,-0.16,-0.06,16.46
2025-05-21,603120,38.63,40.86,42.2,37.7,83594,332973847.0,11.67,5.96,2.3,37.75
2025-05-22,603120,39.99,39.4,40.28,38.92,52069,206321612.0,3.33,-3.57,-1.46,23.51
2025-05-23,603120,39.4,40.79,41.76,38.89,75238,304555740.0,7.28,3.53,1.39,33.98
2025-05-26,603120,40.12,41.5,42.59,40.1,80603,336597942.0,6.1,1.74,0.71,36.4
2025-05-27,603120,41.05,41.5,42.48,40.8,62142,258952724.0,4.05,0.0,0.0,28.06
2025-05-28,603120,41.03,39.18,41.5,39.01,60117,239457844.0,6.0,-5.59,-2.32,27.15
2025-05-29,603120,38.65,39.6,39.89,38.65,41309,162149754.0,3.16,1.07,0.42,18.65
2025-05-30,603120,39.29,38.45,39.49,38.16,35868,138798221.0,3.36,-2.9,-1.15,16.2
2025-06-03,603120,38.11,38.0,38.8,38.0,27637,105904768.0,2.08,-1.17,-0.45,12.48
2025-06-04,603120,38.0,38.7,39.19,37.68,34890,134332301.0,3.97,1.84,0.7,15.76
